symbol,open,close,high,low,volume,changePercent,date,companyName,sector
BEN,20.87,21.02,21.115,20.75,1952350,-0.0019,2020-09-01,"Franklin Resources, Inc.",Finance and Insurance
BEN,21.0,21.77,21.87,20.92,3627383,0.0357,2020-09-02,"Franklin Resources, Inc.",Finance and Insurance
BEN,21.79,21.52,22.2,21.39,2798099,-0.0115,2020-09-03,"Franklin Resources, Inc.",Finance and Insurance
BEN,21.82,21.3,21.97,21.29,2854165,-0.0102,2020-09-04,"Franklin Resources, Inc.",Finance and Insurance
BEN,21.13,20.56,21.19,20.43,3195181,-0.0347,2020-09-08,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.68,20.4,20.71,20.275,3017220,-0.0078,2020-09-09,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.27,20.07,20.425,20.015,3931926,-0.0162,2020-09-10,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.09,20.23,20.375,20.04,2852135,0.008,2020-09-11,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.33,20.37,20.63,20.22,2438591,0.0069,2020-09-14,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.42,20.39,20.6,20.37,2501308,0.001,2020-09-15,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.41,21.06,21.38,20.37,2439641,0.0329,2020-09-16,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.77,21.0,21.03,20.63,2173026,-0.0028,2020-09-17,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.95,21.22,21.4,20.89,5448733,0.0105,2020-09-18,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.69,20.1,21.01,20.02,4215171,-0.0528,2020-09-21,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.06,19.87,20.29,19.56,2695513,-0.0114,2020-09-22,"Franklin Resources, Inc.",Finance and Insurance
BEN,19.9,19.58,20.37,19.58,2798920,-0.0146,2020-09-23,"Franklin Resources, Inc.",Finance and Insurance
BEN,19.53,19.27,19.615,19.105,2818397,-0.0158,2020-09-24,"Franklin Resources, Inc.",Finance and Insurance
BEN,19.16,19.64,19.735,19.15,2664957,0.0192,2020-09-25,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.0,20.47,20.575,19.99,2903104,0.0423,2020-09-28,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.09,20.04,20.18,19.785,2218932,-0.021,2020-09-29,"Franklin Resources, Inc.",Finance and Insurance
BEN,20.13,20.35,20.546,20.07,2446891,0.0155,2020-09-30,"Franklin Resources, Inc.",Finance and Insurance
APH,48.075,47.54,48.425,47.31,2931042,0.0,2020-07-01,Amphenol Corp.,Manufacturing
APH,48.375,47.935,48.67,47.6525,2541584,0.0083,2020-07-02,Amphenol Corp.,Manufacturing
APH,48.765,49.07,49.195,48.505,2077146,0.0237,2020-07-06,Amphenol Corp.,Manufacturing
APH,48.585,48.11,48.987,48.045,1839284,-0.0196,2020-07-07,Amphenol Corp.,Manufacturing
APH,48.095,47.525,48.25,47.1625,2992730,-0.0122,2020-07-08,Amphenol Corp.,Manufacturing
APH,47.395,47.245,47.705,46.81,3387250,-0.0059,2020-07-09,Amphenol Corp.,Manufacturing
APH,47.325,47.465,47.66,46.76,2313278,0.0047,2020-07-10,Amphenol Corp.,Manufacturing
APH,47.935,47.23,48.1034,47.09,3772766,-0.005,2020-07-13,Amphenol Corp.,Manufacturing
APH,47.265,48.7,48.735,47.08,3962542,0.0311,2020-07-14,Amphenol Corp.,Manufacturing
APH,49.145,50.22,50.39,49.145,4723642,0.0312,2020-07-15,Amphenol Corp.,Manufacturing
APH,50.225,50.455,50.66,50.1275,2234466,0.0047,2020-07-16,Amphenol Corp.,Manufacturing
APH,50.76,51.01,51.275,50.555,2472774,0.011,2020-07-17,Amphenol Corp.,Manufacturing
APH,50.855,50.74,51.0025,50.295,2909142,-0.0053,2020-07-20,Amphenol Corp.,Manufacturing
APH,51.06,51.05,51.59,50.935,2507622,0.0061,2020-07-21,Amphenol Corp.,Manufacturing
APH,52.0,51.635,53.155,50.9714,3837170,0.0115,2020-07-22,Amphenol Corp.,Manufacturing
APH,52.23,52.8,52.99,51.915,4446340,0.0226,2020-07-23,Amphenol Corp.,Manufacturing
APH,52.575,52.195,52.785,51.88,2935570,-0.0115,2020-07-24,Amphenol Corp.,Manufacturing
APH,52.21,53.085,53.215,52.01,2459008,0.0171,2020-07-27,Amphenol Corp.,Manufacturing
APH,52.965,52.105,53.07,52.01,2376138,-0.0185,2020-07-28,Amphenol Corp.,Manufacturing
APH,52.26,52.915,53.095,52.045,2727904,0.0155,2020-07-29,Amphenol Corp.,Manufacturing
APH,52.35,52.585,52.715,52.06,2380738,-0.0062,2020-07-30,Amphenol Corp.,Manufacturing
APH,52.485,52.88,52.945,52.02,2362874,0.0056,2020-07-31,Amphenol Corp.,Manufacturing
APH,52.98,53.695,53.87,52.98,2219096,0.0154,2020-08-03,Amphenol Corp.,Manufacturing
APH,53.565,54.21,54.27,53.5,2202090,0.0096,2020-08-04,Amphenol Corp.,Manufacturing
APH,54.365,54.325,54.75,54.045,1618322,0.0021,2020-08-05,Amphenol Corp.,Manufacturing
APH,54.09,54.175,54.415,53.935,1550246,-0.0028,2020-08-06,Amphenol Corp.,Manufacturing
APH,53.985,53.98,54.22,53.57,2178732,-0.0036,2020-08-07,Amphenol Corp.,Manufacturing
APH,53.845,54.06,54.47,53.805,4535814,0.0015,2020-08-10,Amphenol Corp.,Manufacturing
APH,54.355,54.405,55.0,54.28,3328002,0.0064,2020-08-11,Amphenol Corp.,Manufacturing
APH,54.63,54.895,55.1875,54.2201,2711162,0.009,2020-08-12,Amphenol Corp.,Manufacturing
APH,54.675,55.285,55.7,54.405,2069890,0.0071,2020-08-13,Amphenol Corp.,Manufacturing
APH,55.035,54.89,55.15,54.72,1594394,-0.0071,2020-08-14,Amphenol Corp.,Manufacturing
APH,55.095,54.945,55.395,54.9,1677792,0.001,2020-08-17,Amphenol Corp.,Manufacturing
APH,54.83,54.575,54.93,54.505,1664366,-0.0067,2020-08-18,Amphenol Corp.,Manufacturing
APH,54.75,54.57,54.98,54.46,1169272,-0.0001,2020-08-19,Amphenol Corp.,Manufacturing
APH,54.14,53.65,54.25,53.545,1776514,-0.0169,2020-08-20,Amphenol Corp.,Manufacturing
APH,53.65,54.12,54.3,53.555,1926438,0.0088,2020-08-21,Amphenol Corp.,Manufacturing
APH,52.495,54.375,54.635,52.1,1655298,0.0047,2020-08-24,Amphenol Corp.,Manufacturing
APH,54.57,54.455,55.095,54.26,2147000,0.0015,2020-08-25,Amphenol Corp.,Manufacturing
APH,54.48,54.525,54.785,54.255,1875094,0.0013,2020-08-26,Amphenol Corp.,Manufacturing
APH,55.025,54.05,55.025,53.95,1626594,-0.0087,2020-08-27,Amphenol Corp.,Manufacturing
APH,54.095,54.89,54.975,53.865,2152612,0.0155,2020-08-28,Amphenol Corp.,Manufacturing
APH,54.82,54.9,55.15,54.675,2207804,0.0002,2020-08-31,Amphenol Corp.,Manufacturing
APH,55.0,55.395,55.515,54.705,2508446,0.009,2020-09-01,Amphenol Corp.,Manufacturing
APH,55.745,56.48,56.625,55.385,2726064,0.0196,2020-09-02,Amphenol Corp.,Manufacturing
APH,56.33,54.235,56.335,53.83,2518398,-0.0397,2020-09-03,Amphenol Corp.,Manufacturing
APH,54.735,54.225,54.815,53.255,2605914,-0.0002,2020-09-04,Amphenol Corp.,Manufacturing
APH,53.335,52.53,53.785,52.475,3394772,-0.0313,2020-09-08,Amphenol Corp.,Manufacturing
APH,53.25,53.39,53.895,52.9275,5238476,0.0164,2020-09-09,Amphenol Corp.,Manufacturing
APH,53.745,52.265,53.985,52.025,2732418,-0.0211,2020-09-10,Amphenol Corp.,Manufacturing
APH,52.685,52.145,53.065,51.935,3418782,-0.0023,2020-09-11,Amphenol Corp.,Manufacturing
APH,52.695,53.39,53.52,52.625,2506642,0.0239,2020-09-14,Amphenol Corp.,Manufacturing
APH,53.735,54.165,54.6525,53.65,1802848,0.0145,2020-09-15,Amphenol Corp.,Manufacturing
APH,55.0,54.54,55.13,54.44,2708620,0.0069,2020-09-16,Amphenol Corp.,Manufacturing
APH,54.055,54.94,55.2225,53.92,3991350,0.0073,2020-09-17,Amphenol Corp.,Manufacturing
APH,54.87,54.435,55.38,54.115,4142572,-0.0092,2020-09-18,Amphenol Corp.,Manufacturing
APH,53.605,51.745,53.84,51.455,3167634,-0.0494,2020-09-21,Amphenol Corp.,Manufacturing
APH,51.895,52.31,52.425,50.845,3259312,0.0109,2020-09-22,Amphenol Corp.,Manufacturing
APH,52.255,51.645,52.625,51.4,3046012,-0.0127,2020-09-23,Amphenol Corp.,Manufacturing
APH,51.355,52.095,52.8,51.21,2676956,0.0087,2020-09-24,Amphenol Corp.,Manufacturing
APH,51.82,52.83,53.065,51.585,2242946,0.0141,2020-09-25,Amphenol Corp.,Manufacturing
APH,53.765,54.09,54.47,53.5,2410472,0.0239,2020-09-28,Amphenol Corp.,Manufacturing
APH,54.355,54.315,54.64,53.805,3036824,0.0042,2020-09-29,Amphenol Corp.,Manufacturing
APH,54.52,54.135,54.895,53.7953,3697188,-0.0033,2020-09-30,Amphenol Corp.,Manufacturing
ANSS,291.12,294.32,295.57,287.33,401098,0.0,2020-07-01,Ansys Inc.,Information
ANSS,295.39,297.97,299.735,295.39,338432,0.0124,2020-07-02,Ansys Inc.,Information
ANSS,300.19,301.64,307.31,299.4,537142,0.0123,2020-07-06,Ansys Inc.,Information
ANSS,301.42,299.32,306.23,299.16,338997,-0.0077,2020-07-07,Ansys Inc.,Information
ANSS,301.69,301.9,303.09,297.62,249530,0.0086,2020-07-08,Ansys Inc.,Information
ANSS,302.57,304.69,307.6,301.19,430270,0.0092,2020-07-09,Ansys Inc.,Information
ANSS,303.25,301.65,305.11,298.84,247889,-0.01,2020-07-10,Ansys Inc.,Information
ANSS,303.67,295.56,306.26,293.73,432114,-0.0202,2020-07-13,Ansys Inc.,Information
ANSS,291.19,301.04,301.27,289.08,506912,0.0185,2020-07-14,Ansys Inc.,Information
ANSS,301.27,301.04,304.49,297.26,298246,0.0,2020-07-15,Ansys Inc.,Information
ANSS,299.72,295.3,299.72,291.445,504036,-0.0191,2020-07-16,Ansys Inc.,Information
ANSS,297.1,301.13,301.45,293.57,551151,0.0197,2020-07-17,Ansys Inc.,Information
ANSS,301.48,309.11,309.57,299.88,279200,0.0265,2020-07-20,Ansys Inc.,Information
ANSS,309.88,305.75,310.05,303.76,442950,-0.0109,2020-07-21,Ansys Inc.,Information
ANSS,307.62,306.89,310.0,304.71,247223,0.0037,2020-07-22,Ansys Inc.,Information
ANSS,307.13,300.15,309.34,298.56,365105,-0.022,2020-07-23,Ansys Inc.,Information
ANSS,297.15,293.51,298.03,291.55,619984,-0.0221,2020-07-24,Ansys Inc.,Information
ANSS,294.97,300.17,300.62,294.97,348953,0.0227,2020-07-27,Ansys Inc.,Information
ANSS,299.87,298.22,303.27,296.78,543611,-0.0065,2020-07-28,Ansys Inc.,Information
ANSS,300.98,306.05,308.33,300.56,360007,0.0263,2020-07-29,Ansys Inc.,Information
ANSS,302.16,309.67,311.47,300.14,344353,0.0118,2020-07-30,Ansys Inc.,Information
ANSS,312.56,310.6,312.56,304.81,276023,0.003,2020-07-31,Ansys Inc.,Information
ANSS,311.62,315.23,316.52,310.59,370851,0.0149,2020-08-03,Ansys Inc.,Information
ANSS,313.76,308.78,314.94,307.16,524194,-0.0205,2020-08-04,Ansys Inc.,Information
ANSS,312.06,312.27,319.83,309.875,419538,0.0113,2020-08-05,Ansys Inc.,Information
ANSS,313.05,315.25,319.83,311.1,521661,0.0095,2020-08-06,Ansys Inc.,Information
ANSS,313.85,312.37,318.0,308.75,326063,-0.0091,2020-08-07,Ansys Inc.,Information
ANSS,311.62,308.78,311.62,301.56,366467,-0.0115,2020-08-10,Ansys Inc.,Information
ANSS,307.87,301.92,307.87,300.48,293599,-0.0222,2020-08-11,Ansys Inc.,Information
ANSS,302.28,308.4,310.1,302.28,242665,0.0215,2020-08-12,Ansys Inc.,Information
ANSS,309.41,314.77,319.43,309.41,319382,0.0207,2020-08-13,Ansys Inc.,Information
ANSS,314.24,313.19,317.08,311.06,250929,-0.005,2020-08-14,Ansys Inc.,Information
ANSS,315.15,317.36,319.675,315.15,277165,0.0133,2020-08-17,Ansys Inc.,Information
ANSS,319.56,320.47,322.405,317.54,267318,0.0098,2020-08-18,Ansys Inc.,Information
ANSS,321.51,319.53,322.86,316.22,234969,-0.0029,2020-08-19,Ansys Inc.,Information
ANSS,319.14,328.32,328.92,318.78,300788,0.0275,2020-08-20,Ansys Inc.,Information
ANSS,327.92,324.5,327.92,322.38,462841,-0.0116,2020-08-21,Ansys Inc.,Information
ANSS,327.41,325.25,330.32,322.66,368979,0.0023,2020-08-24,Ansys Inc.,Information
ANSS,325.75,326.49,328.97,324.165,296265,0.0038,2020-08-25,Ansys Inc.,Information
ANSS,324.41,331.48,333.23,324.295,340214,0.0153,2020-08-26,Ansys Inc.,Information
ANSS,334.51,332.34,334.89,327.72,234836,0.0026,2020-08-27,Ansys Inc.,Information
ANSS,332.36,336.71,336.72,332.26,626458,0.0131,2020-08-28,Ansys Inc.,Information
ANSS,336.65,339.01,340.03,334.64,518039,0.0068,2020-08-31,Ansys Inc.,Information
ANSS,338.95,343.89,345.395,338.22,342486,0.0144,2020-09-01,Ansys Inc.,Information
ANSS,354.87,350.59,354.87,343.68,379254,0.0195,2020-09-02,Ansys Inc.,Information
ANSS,344.55,332.14,346.88,328.24,510902,-0.0526,2020-09-03,Ansys Inc.,Information
ANSS,330.22,321.21,333.23,313.73,586309,-0.0329,2020-09-04,Ansys Inc.,Information
ANSS,311.35,308.61,319.0,306.5294,551031,-0.0392,2020-09-08,Ansys Inc.,Information
ANSS,314.78,320.05,322.305,310.41,506316,0.0371,2020-09-09,Ansys Inc.,Information
ANSS,323.68,317.42,327.975,315.35,442757,-0.0082,2020-09-10,Ansys Inc.,Information
ANSS,318.48,314.08,320.75,309.74,341449,-0.0105,2020-09-11,Ansys Inc.,Information
ANSS,318.69,321.6,323.58,317.62,266869,0.0239,2020-09-14,Ansys Inc.,Information
ANSS,323.78,328.21,330.0295,321.765,251642,0.0206,2020-09-15,Ansys Inc.,Information
ANSS,331.44,317.89,331.44,317.43,499648,-0.0314,2020-09-16,Ansys Inc.,Information
ANSS,308.83,308.88,313.3,305.01,518402,-0.0283,2020-09-17,Ansys Inc.,Information
ANSS,309.24,305.08,312.0,299.89,800944,-0.0123,2020-09-18,Ansys Inc.,Information
ANSS,300.91,309.19,309.47,298.35,700436,0.0135,2020-09-21,Ansys Inc.,Information
ANSS,310.86,315.44,316.04,307.79,292790,0.0202,2020-09-22,Ansys Inc.,Information
ANSS,313.83,302.55,313.83,301.0,310341,-0.0409,2020-09-23,Ansys Inc.,Information
ANSS,300.28,304.41,307.88,298.76,275091,0.0061,2020-09-24,Ansys Inc.,Information
ANSS,303.71,312.16,312.89,301.38,361331,0.0255,2020-09-25,Ansys Inc.,Information
ANSS,318.36,318.8,320.24,315.54,326520,0.0213,2020-09-28,Ansys Inc.,Information
ANSS,318.22,319.51,321.87,317.36,474905,0.0022,2020-09-29,Ansys Inc.,Information
ANSS,318.51,327.23,328.79,317.35,682274,0.0242,2020-09-30,Ansys Inc.,Information
ABT,91.98,91.64,91.98,90.43,3389696,0.0,2020-07-01,Abbott Laboratories,Manufacturing
ABT,92.5,92.23,93.06,91.93,3845629,0.0064,2020-07-02,Abbott Laboratories,Manufacturing
ABT,92.76,92.97,93.97,92.453,5919133,0.008,2020-07-06,Abbott Laboratories,Manufacturing
ABT,92.46,92.46,93.4,92.09,3389384,-0.0055,2020-07-07,Abbott Laboratories,Manufacturing
ABT,92.84,92.58,93.6689,91.4984,3815476,0.0013,2020-07-08,Abbott Laboratories,Manufacturing
ABT,92.74,93.67,94.88,91.85,4576764,0.0118,2020-07-09,Abbott Laboratories,Manufacturing
ABT,93.47,93.04,93.8,92.3238,2923198,-0.0067,2020-07-10,Abbott Laboratories,Manufacturing
ABT,93.14,93.09,95.62,92.79,4297599,0.0005,2020-07-13,Abbott Laboratories,Manufacturing
ABT,92.64,94.82,94.98,91.71,4122763,0.0186,2020-07-14,Abbott Laboratories,Manufacturing
ABT,95.9,96.73,97.13,95.77,6205012,0.0201,2020-07-15,Abbott Laboratories,Manufacturing
ABT,97.85,96.4,97.99,94.29,7582201,-0.0034,2020-07-16,Abbott Laboratories,Manufacturing
ABT,97.87,99.25,100.0,97.68,8339994,0.0296,2020-07-17,Abbott Laboratories,Manufacturing
ABT,100.0,99.08,100.71,98.72,5677858,-0.0017,2020-07-20,Abbott Laboratories,Manufacturing
ABT,98.88,98.19,99.48,97.76,5064872,-0.009,2020-07-21,Abbott Laboratories,Manufacturing
ABT,98.11,100.19,100.57,98.0,4662048,0.0204,2020-07-22,Abbott Laboratories,Manufacturing
ABT,100.28,100.82,101.98,100.07,5905762,0.0063,2020-07-23,Abbott Laboratories,Manufacturing
ABT,100.21,98.95,100.21,98.36,4534668,-0.0185,2020-07-24,Abbott Laboratories,Manufacturing
ABT,98.55,99.99,100.28,98.4111,3718001,0.0105,2020-07-27,Abbott Laboratories,Manufacturing
ABT,100.14,99.86,100.79,99.27,4114163,-0.0013,2020-07-28,Abbott Laboratories,Manufacturing
ABT,100.18,102.52,102.8931,100.09,4744441,0.0266,2020-07-29,Abbott Laboratories,Manufacturing
ABT,100.98,101.53,101.58,100.24,3176855,-0.0097,2020-07-30,Abbott Laboratories,Manufacturing
ABT,101.21,100.64,101.37,99.12,4604259,-0.0088,2020-07-31,Abbott Laboratories,Manufacturing
ABT,101.08,100.68,101.55,100.21,3671149,0.0004,2020-08-03,Abbott Laboratories,Manufacturing
ABT,100.16,99.93,100.68,99.28,2730588,-0.0074,2020-08-04,Abbott Laboratories,Manufacturing
ABT,99.97,102.14,102.36,99.88,4416036,0.0221,2020-08-05,Abbott Laboratories,Manufacturing
ABT,101.52,101.75,101.8,99.92,3942990,-0.0038,2020-08-06,Abbott Laboratories,Manufacturing
ABT,101.6999,101.23,102.3,100.56,3141906,-0.0051,2020-08-07,Abbott Laboratories,Manufacturing
ABT,100.94,100.04,101.26,100.03,2776738,-0.0118,2020-08-10,Abbott Laboratories,Manufacturing
ABT,100.43,99.06,100.43,98.67,4823354,-0.0098,2020-08-11,Abbott Laboratories,Manufacturing
ABT,99.55,100.65,101.1,99.315,2668968,0.0161,2020-08-12,Abbott Laboratories,Manufacturing
ABT,100.34,101.1,101.2693,100.0,2951812,0.0045,2020-08-13,Abbott Laboratories,Manufacturing
ABT,100.93,99.99,101.22,99.575,2740192,-0.011,2020-08-14,Abbott Laboratories,Manufacturing
ABT,100.3,100.71,101.42,100.21,4657356,0.0072,2020-08-17,Abbott Laboratories,Manufacturing
ABT,101.09,100.96,101.72,100.43,3777618,0.0025,2020-08-18,Abbott Laboratories,Manufacturing
ABT,101.08,100.48,101.62,100.33,2716887,-0.0048,2020-08-19,Abbott Laboratories,Manufacturing
ABT,99.99,101.63,102.02,99.75,3548902,0.0114,2020-08-20,Abbott Laboratories,Manufacturing
ABT,101.63,102.4,102.54,100.84,3585115,0.0076,2020-08-21,Abbott Laboratories,Manufacturing
ABT,102.7,101.39,103.23,100.7,3212943,-0.0099,2020-08-24,Abbott Laboratories,Manufacturing
ABT,101.98,102.47,102.9026,101.52,2626522,0.0107,2020-08-25,Abbott Laboratories,Manufacturing
ABT,101.99,103.19,103.29,101.26,2968816,0.007,2020-08-26,Abbott Laboratories,Manufacturing
ABT,111.01,111.29,114.0,109.52,36319012,0.0785,2020-08-27,Abbott Laboratories,Manufacturing
ABT,113.54,110.79,114.195,109.405,17203952,-0.0045,2020-08-28,Abbott Laboratories,Manufacturing
ABT,110.7,109.47,111.74,109.26,6943209,-0.0119,2020-08-31,Abbott Laboratories,Manufacturing
ABT,108.93,106.55,109.065,105.58,7967973,-0.0267,2020-09-01,Abbott Laboratories,Manufacturing
ABT,106.45,109.44,109.91,105.88,5843679,0.0271,2020-09-02,Abbott Laboratories,Manufacturing
ABT,108.7,105.53,108.94,104.3,6096925,-0.0357,2020-09-03,Abbott Laboratories,Manufacturing
ABT,105.45,104.16,106.04,102.42,5027723,-0.013,2020-09-04,Abbott Laboratories,Manufacturing
ABT,103.17,102.84,103.8164,102.43,5217691,-0.0127,2020-09-08,Abbott Laboratories,Manufacturing
ABT,104.26,105.81,106.9299,104.13,4365102,0.0289,2020-09-09,Abbott Laboratories,Manufacturing
ABT,105.6,104.0,105.6,103.73,4271232,-0.0171,2020-09-10,Abbott Laboratories,Manufacturing
ABT,105.28,104.7,105.7,104.3248,4111262,0.0067,2020-09-11,Abbott Laboratories,Manufacturing
ABT,105.59,105.69,106.66,105.12,3824100,0.0095,2020-09-14,Abbott Laboratories,Manufacturing
ABT,107.0,106.58,107.53,106.17,3654948,0.0084,2020-09-15,Abbott Laboratories,Manufacturing
ABT,106.95,105.7,107.37,105.66,4244419,-0.0083,2020-09-16,Abbott Laboratories,Manufacturing
ABT,104.96,106.66,106.75,104.3922,4283743,0.0091,2020-09-17,Abbott Laboratories,Manufacturing
ABT,106.56,106.86,107.99,106.14,7622454,0.0019,2020-09-18,Abbott Laboratories,Manufacturing
ABT,105.8,105.95,106.46,104.46,4559845,-0.0085,2020-09-21,Abbott Laboratories,Manufacturing
ABT,105.46,104.8,105.52,103.565,4180254,-0.0109,2020-09-22,Abbott Laboratories,Manufacturing
ABT,104.99,102.73,104.99,102.23,4040141,-0.0198,2020-09-23,Abbott Laboratories,Manufacturing
ABT,102.75,100.92,103.53,100.47,7603993,-0.0176,2020-09-24,Abbott Laboratories,Manufacturing
ABT,100.56,103.45,103.61,100.34,5060317,0.0251,2020-09-25,Abbott Laboratories,Manufacturing
ABT,104.24,104.44,105.25,103.82,5515469,0.0096,2020-09-28,Abbott Laboratories,Manufacturing
ABT,106.01,105.19,106.41,104.92,4470770,0.0072,2020-09-29,Abbott Laboratories,Manufacturing
ABT,105.99,108.83,109.48,105.74,9487040,0.0346,2020-09-30,Abbott Laboratories,Manufacturing
ABBV,98.5,99.14,99.655,97.5,6522930,0.0,2020-07-01,Abbvie Inc,Manufacturing
ABBV,99.45,98.88,99.99,97.86,6158784,-0.0026,2020-07-02,Abbvie Inc,Manufacturing
ABBV,99.64,99.01,99.8,97.95,7038977,0.0013,2020-07-06,Abbvie Inc,Manufacturing
